2019-11-01T07:00:00+0000,9
2019-11-02T07:00:00+0000,0
2019-11-03T07:00:00+0000,3
2019-11-04T08:00:00+0000,0
2019-11-05T08:00:00+0000,0
2019-11-06T08:00:00+0000,0
2019-11-07T08:00:00+0000,0
2019-11-08T08:00:00+0000,0
2019-11-09T08:00:00+0000,0
2019-11-10T08:00:00+0000,0
2019-11-11T08:00:00+0000,0
2019-11-12T08:00:00+0000,0
2019-11-13T08:00:00+0000,0
2019-11-14T08:00:00+0000,0
2019-11-15T08:00:00+0000,0
2019-11-16T08:00:00+0000,0
2019-11-17T08:00:00+0000,0
2019-11-18T08:00:00+0000,0
2019-11-19T08:00:00+0000,0
2019-11-20T08:00:00+0000,0
2019-11-21T08:00:00+0000,0
2019-11-22T08:00:00+0000,0
2019-11-23T08:00:00+0000,0
2019-11-24T08:00:00+0000,0
2019-11-25T08:00:00+0000,0
2019-11-26T08:00:00+0000,0
2019-11-27T08:00:00+0000,0
2019-11-28T08:00:00+0000,0
2019-11-29T08:00:00+0000,0
2019-11-30T08:00:00+0000,0
2019-12-01T08:00:00+0000,0
2019-12-02T08:00:00+0000,1
2019-12-03T08:00:00+0000,5
2019-12-04T08:00:00+0000,4
2019-12-05T08:00:00+0000,2
2019-12-06T08:00:00+0000,2
2019-12-07T08:00:00+0000,0
2019-12-08T08:00:00+0000,0
2019-12-09T08:00:00+0000,2
2019-12-10T08:00:00+0000,2
2019-12-11T08:00:00+0000,0
2019-12-12T08:00:00+0000,0
2019-12-13T08:00:00+0000,4
2019-12-14T08:00:00+0000,1
2019-12-15T08:00:00+0000,1
2019-12-16T08:00:00+0000,2
2019-12-17T08:00:00+0000,0
2019-12-18T08:00:00+0000,1
2019-12-19T08:00:00+0000,1
2019-12-20T08:00:00+0000,0
2019-12-21T08:00:00+0000,0
2019-12-22T08:00:00+0000,0
2019-12-23T08:00:00+0000,0
2019-12-24T08:00:00+0000,0
2019-12-25T08:00:00+0000,0
2019-12-26T08:00:00+0000,1
2019-12-27T08:00:00+0000,1
2019-12-28T08:00:00+0000,0
2019-12-29T08:00:00+0000,0
2019-12-30T08:00:00+0000,0
2019-12-31T08:00:00+0000,0
2020-01-01T08:00:00+0000,0
2020-01-02T08:00:00+0000,0
2020-01-03T08:00:00+0000,0
2020-01-04T08:00:00+0000,0
2020-01-05T08:00:00+0000,0
2020-01-06T08:00:00+0000,0
2020-01-07T08:00:00+0000,2
2020-01-08T08:00:00+0000,0
2020-01-09T08:00:00+0000,0
2020-01-10T08:00:00+0000,0
2020-01-11T08:00:00+0000,0
2020-01-12T08:00:00+0000,0
2020-01-13T08:00:00+0000,2
2020-01-14T08:00:00+0000,0
2020-01-15T08:00:00+0000,1
2020-01-16T08:00:00+0000,4
2020-01-17T08:00:00+0000,0
2020-01-18T08:00:00+0000,5
2020-01-19T08:00:00+0000,10
2020-01-20T08:00:00+0000,5
