2019-11-01T07:00:00+0000,91
2019-11-02T07:00:00+0000,44
2019-11-03T07:00:00+0000,132
2019-11-04T08:00:00+0000,184
2019-11-05T08:00:00+0000,119
2019-11-06T08:00:00+0000,210
2019-11-07T08:00:00+0000,123
2019-11-08T08:00:00+0000,146
2019-11-09T08:00:00+0000,46
2019-11-10T08:00:00+0000,60
2019-11-11T08:00:00+0000,54
2019-11-12T08:00:00+0000,92
2019-11-13T08:00:00+0000,77
2019-11-14T08:00:00+0000,72
2019-11-15T08:00:00+0000,82
2019-11-16T08:00:00+0000,57
2019-11-17T08:00:00+0000,38
2019-11-18T08:00:00+0000,44
2019-11-19T08:00:00+0000,40
2019-11-20T08:00:00+0000,38
2019-11-21T08:00:00+0000,26
2019-11-22T08:00:00+0000,17
2019-11-23T08:00:00+0000,19
2019-11-24T08:00:00+0000,127
2019-11-25T08:00:00+0000,142
2019-11-26T08:00:00+0000,88
2019-11-27T08:00:00+0000,52
2019-11-28T08:00:00+0000,71
2019-11-29T08:00:00+0000,27
2019-11-30T08:00:00+0000,17
2019-12-01T08:00:00+0000,39
2019-12-02T08:00:00+0000,158
2019-12-03T08:00:00+0000,80
2019-12-04T08:00:00+0000,82
2019-12-05T08:00:00+0000,53
2019-12-06T08:00:00+0000,35
2019-12-07T08:00:00+0000,22
2019-12-08T08:00:00+0000,22
2019-12-09T08:00:00+0000,60
2019-12-10T08:00:00+0000,49
2019-12-11T08:00:00+0000,17
2019-12-12T08:00:00+0000,68
2019-12-13T08:00:00+0000,92
2019-12-14T08:00:00+0000,35
2019-12-15T08:00:00+0000,30
2019-12-16T08:00:00+0000,97
2019-12-17T08:00:00+0000,23
2019-12-18T08:00:00+0000,22
2019-12-19T08:00:00+0000,13
2019-12-20T08:00:00+0000,8
2019-12-21T08:00:00+0000,15
2019-12-22T08:00:00+0000,8
2019-12-23T08:00:00+0000,11
2019-12-24T08:00:00+0000,37
2019-12-25T08:00:00+0000,21
2019-12-26T08:00:00+0000,13
2019-12-27T08:00:00+0000,13
2019-12-28T08:00:00+0000,12
2019-12-29T08:00:00+0000,17
2019-12-30T08:00:00+0000,13
2019-12-31T08:00:00+0000,29
2020-01-01T08:00:00+0000,18
2020-01-02T08:00:00+0000,43
2020-01-03T08:00:00+0000,29
2020-01-04T08:00:00+0000,23
2020-01-05T08:00:00+0000,18
2020-01-06T08:00:00+0000,30
2020-01-07T08:00:00+0000,82
2020-01-08T08:00:00+0000,115
2020-01-09T08:00:00+0000,27
2020-01-10T08:00:00+0000,16
2020-01-11T08:00:00+0000,30
2020-01-12T08:00:00+0000,21
2020-01-13T08:00:00+0000,32
2020-01-14T08:00:00+0000,57
2020-01-15T08:00:00+0000,57
2020-01-16T08:00:00+0000,54
2020-01-17T08:00:00+0000,182
2020-01-18T08:00:00+0000,190
2020-01-19T08:00:00+0000,204
2020-01-20T08:00:00+0000,234
2020-01-21T08:00:00+0000,145
2020-01-22T08:00:00+0000,70
2020-01-23T08:00:00+0000,170
2020-01-24T08:00:00+0000,46
2020-01-25T08:00:00+0000,56
2020-01-26T08:00:00+0000,60
2020-01-27T08:00:00+0000,113
2020-01-28T08:00:00+0000,98
2020-01-29T08:00:00+0000,80
2020-01-30T08:00:00+0000,90
2020-01-31T08:00:00+0000,55
2020-02-01T08:00:00+0000,63
2020-02-02T08:00:00+0000,91
2020-02-03T08:00:00+0000,68
2020-02-04T08:00:00+0000,120
2020-02-05T08:00:00+0000,74
2020-02-06T08:00:00+0000,44
2020-02-07T08:00:00+0000,54
2020-02-08T08:00:00+0000,70
2020-02-09T08:00:00+0000,70
2020-02-10T08:00:00+0000,38
2020-02-11T08:00:00+0000,70
2020-02-12T08:00:00+0000,53
2020-02-13T08:00:00+0000,71
2020-02-14T08:00:00+0000,33
2020-02-15T08:00:00+0000,69
2020-02-16T08:00:00+0000,81
2020-02-17T08:00:00+0000,148
2020-02-18T08:00:00+0000,72
