U.55-64,1
M.55-64,16
U.35-44,13
F.45-54,36
M.35-44,391
M.18-24,707
F.25-34,1084
U.65+,3
U.18-24,11
M.25-34,1273
U.45-54,1
F.65+,11
F.13-17,13
F.55-64,15
M.13-17,14
M.65+,19
F.35-44,166
U.25-34,40
M.45-54,75
F.18-24,786
