el_GR,32
it_IT,144
ru_RU,166
pl_PL,54
ro_RO,5
tr_TR,16
id_ID,68
pt_BR,168
th_TH,21
he_IL,3
ja_JP,27
fr_FR,331
cs_CZ,13
ca_ES,11
hu_HU,21
de_DE,164
nb_NO,6
zh_HK,9
zh_TW,54
sk_SK,9
es_ES,261
nl_NL,36
bn_IN,1
nn_NO,2
es_LA,885
fr_CA,21
nl_BE,4
sv_SE,19
fa_IR,4
da_DK,15
sr_RS,2
bg_BG,2
vi_VN,27
fi_FI,5
hr_HR,7
ar_AR,14
en_GB,605
ko_KR,102
en_US,1151
lv_LV,2
uk_UA,3
lt_LT,6
sl_SI,1
zh_CN,58
pt_PT,60
